NoEch.orig,DataSource,Age (Ga),Age,Most_likely,SiO2,TiO2,Al2O3,FeOt,MgO,MnO,CaO,Na2O,K2O,P2O5,LOI,A/NK,A/CNK,K2O/Na2O,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Sn,Cs,Ba,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,La/Lu N,La,Lu,,Proba,Class.auto.2,Proba.2
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.54,0.34,13.8,2.7440864,0.73,0.04,2.13,3.65,3.79,0.08,,1.3653818,0.9871329,1.03835616,,4,21,,,15,14,,,92.4,145.4,23,154,10.3,,,520,,1.3,,13.8,1.9,38.3,70.7,,26.2,4.6,0.9,4.2,0.7,3.5,0.7,2.1,,2.1,0.3,,,,,0.999,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.34,0.28,13.87,2.39009,0.53,0.03,1.83,3.75,3.93,0.06,,1.3306963,1.0086932,1.048,,3,18,,,13,11,,,127.8,158.4,16.9,133,6.7,,,621,,0.6,,12.9,2,59.8,99.9,,31.7,4.6,0.9,3.6,0.5,2.7,0.5,1.6,,1.5,0.2,,,,,0.985,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.34,0.27,14.02,2.3870747,0.51,0.03,1.86,3.77,4.14,0.06,,1.3123249,0.9967845,1.09814324,,3,18,,,12,11,,,119.9,122.6,15.5,129,5.8,,,557,,0.4,,10.9,1.3,48.5,82.7,,27.6,4.3,0.8,3.3,0.5,2.5,0.5,1.4,,1.3,0.2,,,,,0.519,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,77.32,0.06,12.12,1.080072,0.07,0.02,0.42,3.45,4.71,0.01,,1.1249416,1.0504833,1.36521739,,,,,,9,21,,,252.2,37.2,34.1,84,5.5,,,228,,0.4,,43.6,6.2,21.7,48.3,,24.1,6.6,0.1,7.6,1.3,6.4,1.2,3.3,,2.6,0.4,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,70.45,0.37,14.33,3.1120882,0.56,0.05,2.2,4.1,3.41,0.09,,1.3731279,0.992649,0.83170732,,3,17,,,11,18,,,152.2,140.2,28.9,205,12.9,,,507,,1.3,,16.4,2.4,42.6,80.9,,30.5,5.5,1.1,5.2,0.9,4.4,0.9,2.6,,2.6,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.9,0.22,13.75,2.1380918,0.43,0.04,1.76,3.88,3.53,0.05,,1.3475109,1.0258075,0.90979381,,3,14,,,10,33,,,128.3,113.9,20.4,156,9,,,466,,1.2,,17.5,3.3,38.8,68.5,,25.2,4.4,0.7,4,0.6,3.2,0.6,1.8,,1.7,0.3,,,,,0.999,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.74,0.23,13.28,1.950072,0.41,0.02,1.16,3.7,4.71,0.06,,1.1872867,0.9989239,1.27297297,,,13,,,11,15,,,105,92.8,12,163,6.5,,,996,,0.6,,15.4,1.7,82.1,146.4,,47.9,6.2,0.9,3.7,0.5,2.1,0.4,1.1,,1,0.2,,,,,1,class8,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.35,0.25,13.87,2.4682358,0.47,0.04,1.87,4.01,3.27,0.06,,1.3683323,1.0246367,0.81546135,,3,15,,,9,7,,,105.7,127.8,20.2,193,10,,,567,,0.9,,12.2,1.9,43.1,76.7,,28.3,4.8,0.9,4.3,0.6,3.3,0.6,1.9,,1.9,0.3,,,,,0.999,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.78,0.34,13.68,2.5530873,0.78,0.05,2.13,3.8,3.65,0.08,,1.3408761,0.971929,0.96052632,,5,25,9,,15,8,,,191,146,22.3,131,9.9,,,418,,2,,17.9,4.6,35.5,66.1,,23.3,4.1,0.7,3.8,0.6,3.3,0.7,2.1,,2.4,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.87,0.13,13.88,1.5260666,0.23,0.04,1.29,3.98,4,0.03,,1.2760569,1.0497047,1.00502513,,3,9,,,8,13,,,166.3,95.7,21.5,112,9.4,,,457,,1.6,,11.4,3.5,20.3,40.9,,14.8,3.1,0.6,3.2,0.6,3.1,0.6,1.9,,1.9,0.3,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.68,0.18,13.45,1.8670657,0.35,0.03,1.55,3.74,3.91,0.04,,1.2951354,1.0186876,1.04545455,,2,13,,,9,14,,,166.8,104,17.2,132,9,,,415,,1,,17.2,3.6,28.7,54.5,,20.4,3.8,0.7,3.4,0.5,2.6,0.5,1.5,,1.6,0.3,,,,,0.999,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.82,0.17,13.71,1.5970567,0.29,0.04,1.55,3.88,3.97,0.04,,1.2836748,1.0156667,1.02319588,,,9,,,9,9,,,183.5,127.1,24.5,145,10.7,,,644,,2.4,,11.3,2.5,27.4,48.9,,19,3.6,0.7,3.4,0.6,3,0.6,2.1,,2.9,0.5,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.79,0.16,13.96,1.6440684,0.29,0.04,1.39,3.98,4.17,0.04,,1.2620608,1.0273314,1.04773869,,3,10,,,10,15,,,182.9,109,22.9,150,10.6,,,576,,1.4,,17,3.6,41.6,76,,27.2,4.6,0.7,4.1,0.6,3.3,0.7,2,,2.1,0.3,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.57,0.19,13.9,1.8190729,0.33,0.03,1.56,3.9,3.9,0.05,,1.3067096,1.0316291,1,,3,10,,,9,23,,,161.8,103.9,16.4,159,8.7,,,537,,1,,10.6,1.7,33.9,61.5,,21.9,3.8,0.7,3.3,0.5,2.6,0.5,1.5,,1.5,0.2,,,,,0.997,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.51,0.17,13.77,1.770072,0.28,0.03,1.74,3.84,3.74,0.04,,1.3284442,1.0177971,0.97395833,,2,9,,,8,13,,,136.3,105.1,20.2,144,10.4,,,634,,1.4,,12.9,2.1,35.2,62.8,,21.9,3.8,0.7,3.5,0.6,3,0.6,1.8,,1.8,0.3,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.24,0.27,13.73,2.4340954,0.52,0.04,1.69,4.01,3.71,0.06,,1.2937328,1.0032516,0.92518703,,3,18,,,11,13,,,189.6,119,29.1,146,11.9,,,386,,1.9,,18.1,6.7,35.5,67.7,,24.5,4.6,0.8,4.6,0.8,4.3,0.9,2.8,,3,0.5,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.92,0.26,13.82,2.3980918,0.52,0.04,1.99,3.85,3.45,0.06,,1.3726589,1.0097676,0.8961039,,3,13,,,11,11,,,144.7,127.7,17.5,167,9.3,,,527,,1,,16,2.7,37.3,67.6,,23.2,3.9,0.8,3.4,0.5,2.7,0.6,1.6,,1.7,0.3,,,,,0.993,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.51,0.14,13.54,1.7440684,0.29,0.03,1.5,3.91,3.65,0.04,,1.3040239,1.0327536,0.93350384,,3,6,,,8,19,,,116.7,93.7,20.4,126,9.5,,,501,,1.1,,10.2,1.9,31.8,57,,23.4,4.5,0.9,4.2,0.6,3.2,0.6,1.8,,1.8,0.3,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.13,0.12,13.52,1.6460666,0.23,0.04,1.32,3.99,3.77,0.03,,1.2701101,1.0364281,0.94486216,,2,7,,,8,12,,,137,82.5,27.7,118,11.5,,,410,,1.8,,10.9,2.6,26,45.8,,20.5,4.6,0.8,4.9,0.8,4.1,0.8,2.4,,2.5,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.41,0.3,12.99,2.2260756,0.48,0.03,1.33,3.57,4.05,0.05,,1.2664657,1.0248416,1.13445378,,3,12,,,11,12,,,69.5,114.4,15.8,184,7.4,,,1068,,0.3,,11.6,0.9,86,158.2,,55,7.5,1.1,5.2,0.7,3,0.6,1.5,,1.2,0.2,,,,,1,class8,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,76.31,0.06,13.03,0.8740594,0.09,0.01,0.84,3.68,4.75,0.03,,1.163854,1.0241399,1.29076087,,,4,,,8,14,,,186.7,67.8,13.5,83,5.4,,,274,,0.9,,15.9,3.2,10.4,22.6,,9.1,2,0.4,2,0.3,1.8,0.4,1.2,,1.4,0.2,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.3,0.35,13.69,2.820108,0.61,0.04,2.07,3.8,3.48,0.08,,1.3665035,0.9933251,0.91578947,,3,22,,,13,14,,,137.2,130.9,27.9,159,10.7,,,411,,1.3,,18.3,2.9,40.3,72.7,,27.3,4.9,0.9,4.8,0.8,4.1,0.9,2.5,,2.6,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.57,0.29,13.53,2.3841044,0.57,0.04,1.88,3.57,4.06,0.06,,1.3177225,0.9886032,1.1372549,,3,20,,,14,21,,,186.2,99.7,22.7,139,9.3,,,362,,1.4,,22.6,5.9,36.8,66.9,,22.5,3.9,0.7,3.6,0.6,3.2,0.7,2.1,,2.4,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,70.74,0.36,14.02,3.2161116,0.52,0.07,2.04,3.94,3.52,0.1,,1.3622389,1.0013529,0.89340102,,3,16,,,11,15,,,158.4,134.7,42.3,218,14.3,,,437,,1.5,,15,2.9,46.1,78.3,,33,6.5,1.2,6.6,1.1,6,1.3,3.8,,3.7,0.6,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.41,0.31,14.23,2.3410981,0.56,0.03,1.34,4.23,3.49,0.05,,1.3253872,1.0802476,0.8250591,,3,14,,,11,10,,,79.1,186.6,18.1,246,6.8,,,4029,,0.4,,11.2,1.2,148,241.1,,78.6,9.8,2.5,5.9,0.7,3.3,0.6,1.6,,1.4,0.2,,,,,1,class14,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,75.64,0.27,11.96,1.9190549,0.55,0.02,0.83,3.2,4.27,0.05,,1.2097496,1.0495399,1.334375,,3,12,,,10,9,,,94.9,86.2,14.2,205,6.3,,,1949,,0.3,,9.1,0.9,127.2,219.7,,70.9,8.9,1.4,5.2,0.6,2.7,0.5,1.3,,1.1,0.2,,,,,1,class8,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,76.6,0.05,12.3,0.90009,0.1,,0.37,3.54,4.9,,,1.1053581,1.0423412,1.38418079,,,5,,,15,10,,,205,15,,,12,,,50,,,,30,4,,25,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.4,0.35,13.4,2.070207,0.4,0.07,1.63,3.89,3.6,0.06,,1.3014483,1.0105636,0.92544987,,,,,,10,10,,,240,120,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,#N/A,unclass,#N/A
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,75.73,0.12,12.82,1.7061116,0.19,0.03,0.74,4.07,4.05,0.03,,1.1570983,1.031797,0.995086,,4,10,,,9,16,,,182.3,49,32.7,117,15.5,,,196,,1.1,,25.9,3.6,20.9,55.5,,23.9,6.3,0.2,6,1,5.6,1.1,3.2,,3.1,0.5,,,,,1,class13,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.55,0.15,13.37,1.5680918,0.29,0.03,1.32,4,4.03,0.03,,1.2218266,1.0020469,1.0075,,2,10,,,9,15,,,192.2,85.8,22.5,98,11.3,,,226,,2,,21.4,5.2,24.7,45.9,,16.7,3.1,0.5,3,0.5,2.9,0.6,2.1,,2.5,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,76.89,0.05,12.6,1.1560756,0.13,0.02,0.6,4.15,4.33,0.01,,1.0943075,0.9995982,1.04337349,,3,,,,8,7,,,242.7,24.5,42.4,114,16.4,,,104,,2.5,,27.9,5.8,18.4,45.6,,23,6.1,0.1,6.1,1.1,6,1.2,3.9,,4.1,0.6,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,77.03,0.06,12.24,1.1450855,0.06,0.01,0.22,3.57,4.84,0.01,,1.1015097,1.0632355,1.3557423,,2,,,,8,6,,,176.7,9.4,8.5,84,7.6,,,41,,1.3,,16.2,2,8.9,25.3,,12,2.6,0.1,1.8,0.3,1.7,0.4,1.1,,1.3,0.2,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.43,0.3,12.9,2.0730513,0.66,0.03,1.39,3.24,4.38,0.05,,1.2808781,1.0239276,1.35185185,,3,22,,,16,6,,,136,127,12.9,112,6.5,,,524,,0.6,,8.8,1.3,32.9,64.1,,22.7,3.7,0.6,3,0.4,2.3,0.5,1.4,,1.3,0.2,,,,,0.998,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.92,0.24,13.12,1.8750945,0.47,0.03,1.38,3.83,4.01,0.05,,1.23293,0.9976832,1.04699739,,3,18,,,12,10,,,147.7,152,18.2,111,7.2,,,402,,1.2,,21.3,4.1,38.8,66.1,,23,3.5,0.6,3.1,0.5,2.6,0.5,1.7,,1.8,0.3,,,,,0.999,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.69,0.25,14.43,2.0320792,0.57,0.03,2.13,4.21,3.44,0.05,,1.3549982,0.9936457,0.81710214,,3,18,,,13,13,,,128.9,186,16.7,102,7.2,,,309,,1.3,,13.6,3.2,26.8,47.1,,18.3,3.1,0.7,2.8,0.5,2.4,0.5,1.5,,1.6,0.3,,,,,0.807,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,76.47,0.06,12.78,1.0320612,0.11,0.01,0.3,3.76,4.99,0.02,,1.1029643,1.0533757,1.32712766,,,5,,,7,9,,,186.4,27.9,25.9,101,7.8,,,131,,0.5,,27.4,4.4,19.8,37.9,,21,5.5,0.2,6.3,1,4.9,0.9,2.4,,1.9,0.3,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,77.22,0.05,12.3,0.9880828,0.06,0.01,0.19,3.16,5.69,0.01,,1.0829743,1.051006,1.80063291,,2,,,,8,17,,,114.5,14.6,21.1,80,4.3,,,77,,0.5,,27.5,3.2,27.4,49.5,,23.6,4.8,0.2,4.7,0.7,3.6,0.7,1.9,,1.7,0.3,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,70.2,0.39,14.51,3.2651035,1,0.05,2.83,4.36,2.52,0.08,,1.4656008,0.9643791,0.57798165,,6,36,,,18,19,,,88.8,193.9,21.2,144,7.7,,,491,,0.6,,7.9,1.1,38.4,71.1,,27,4.6,0.9,4.3,0.7,3.4,0.7,2,,1.9,0.3,,,,,0.953,class8,0.969
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,69.22,0.45,14.52,3.6551305,1.12,0.05,2.91,4.39,2.34,0.1,,1.4884843,0.9650456,0.53302961,,6,42,,,19,11,,,78.6,196.4,22.9,154,8,,,518,,0.6,,7.9,1.6,41.6,76.8,,29.1,5.1,1,4.8,0.7,3.8,0.8,2.2,,2,0.3,,,,,0.996,class7,0.996
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.48,0.32,13.75,2.7121062,0.78,0.04,2.22,4.23,2.73,0.07,,1.3869517,0.985643,0.64539007,,4,26,,,17,11,,,97.4,166.5,20.1,144,7.5,,,698,,0.7,,13.1,1.5,44.1,77.8,,27.5,4.5,0.9,4,0.6,3.2,0.7,1.9,,1.8,0.3,,,,,0.991,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.36,0.33,14.05,2.7481008,0.82,0.04,2.4,4.36,2.5,0.07,,1.4222479,0.9864865,0.5733945,,4,29,,,19,13,,,88.6,181.7,18.8,126,6.9,,,711,,0.8,,8.3,1.8,44.2,74.6,,26.8,4.2,0.9,3.9,0.6,3,0.6,1.7,,1.7,0.3,,,,,0.872,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.51,0.17,12.65,2.2690819,0.51,0.04,2.24,3.97,2.16,0.05,,1.4262988,0.977443,0.5440806,,,6,6,,5,9,,,100,154,15,191,11,,,401,,,,10,,57,84,,,,,,,,,,,,,,,,,0.996,class14,0.98
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.88,0.17,13.38,2.0970477,0.44,0.05,2.19,3.91,2.81,0.09,,1.4122874,0.9943591,0.71867008,,,15,12,,10,20,,,140,129,25,157,11,,,338,,,,8,2,23,57,,,,,,,,,,,,,,,,,0.999,class14,0.801
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,70.04,0.43,14.74,2.7270657,0.91,0.06,2.59,4.02,2.89,0.16,,1.5131065,1.0200163,0.71890547,,6,42,14,,8,9,,,118,274,24.6,199,10,,,1184,,1,,17.5,1.4,64.5,121.7,,44,7.1,1.3,5.9,0.8,4,0.8,2.4,,2.1,0.3,,,,,1,class8,0.987
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.34,0.24,13.93,1.5940504,0.36,0.04,1.64,4.64,2.92,0.07,,1.290534,1.0111885,0.62931034,,2,18,,,3,5,,,78,253,19.5,164,9,,,902,,1,,10.7,2.9,38,65,,23.9,4.2,0.8,3.5,0.6,3,0.6,1.7,,1.7,0.2,,,,,0.979,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.11,0.31,14.58,1.9250585,0.48,0.04,2.16,4.7,2.57,0.08,,1.3867447,1.0096117,0.54680851,,4,22,,,4,7,,,60,305,23.1,190,8.2,,,974,,1,,9.7,0.9,41.3,71.9,,26.1,4.6,0.9,4,0.6,3.4,0.7,2.1,,1.7,0.2,,,,,0.875,class8,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.24,0.2,14.31,1.5940504,0.35,0.04,1.77,3.93,3.77,0.06,,1.3569073,1.0396462,0.95928753,,2,15,2,,3,1,,,107,256,13.4,180,6.9,,,1138,,0.5,,22.7,1.5,61,101.6,,31.2,4.6,0.8,3.4,0.5,2.2,0.4,1.2,,1.1,0.2,,,,,0.597,class8,0.994
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.79,0.24,13.86,2.2630963,0.38,0.05,1.85,4.16,2.91,0.07,,1.3869,1.0376407,0.69951923,,3,16,1,,3,1,,,78,275,7.4,232,4,,,910,,,,24.7,1.1,77.7,132.7,,39,5.1,0.9,3.1,0.3,1.4,0.2,0.6,,0.6,,,,,,0.998,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.43,0.27,14.03,2.0830783,0.47,0.03,1.86,3.55,4.19,0.12,,1.3522199,1.0198127,1.18028169,,3,24,1,,5,18,,,87,279,9.6,183,3.8,,,1518,,,,20.7,0.7,84.6,154.8,,50.8,7.2,1.2,4.5,0.5,2.1,0.3,0.8,,0.6,,,,,,0.663,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.77,0.19,14.05,1.4870387,0.34,0.05,1.55,3.95,3.86,0.05,,1.3159913,1.0411564,0.97721519,,2,13,1,,4,6,,,168,175,20.4,147,11.2,,,781,,1.5,,21,4.3,43.9,73.9,,23.2,3.8,0.6,3.4,0.6,2.9,0.6,1.8,,1.8,0.2,,,,,0.999,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.45,0.33,13.73,2.0050315,0.53,0.05,1.89,4.21,2.83,0.1,,1.3744886,1.0226721,0.67220903,,,17,12,,2,10,,,18,157,10,218,10,,,716,,,,26,1,53,90,,,,,,,,,,,,,,,,,0.999,class14,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.25,0.26,14.45,1.9810351,0.51,0.04,1.78,4.17,3.33,0.07,,1.3808474,1.0546655,0.79856115,,,21,15,,4,22,,,106,281,9,220,6,,,1586,,,,27,1,100,165,,,,,,,,,,,,,,,,,0.999,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.77,0.24,13.79,1.7850405,0.39,0.04,1.79,3.96,3.54,0.1,,1.3328267,1.0138921,0.89393939,,,15,16,,4,12,,,138,198,12,214,10,,,1042,,,,32,1,79,137,,,,,,,,,,,,,,,,,0.999,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.11,0.27,14.7,1.9670567,0.61,0.02,1.88,3.97,3.53,0.1,,1.4200075,1.0675134,0.88916877,,,16,13,,4,12,,,77,249,10,252,6,,,1259,,,,27,1,66,141,,,,,,,,,,,,,,,,,0.999,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.24,0.38,13.97,2.7741044,0.44,0.06,1.58,3.98,3.79,0.11,,1.3117439,1.0330748,0.95226131,,,27,16,,2,3,,,99,166,13,389,12,,,1087,,,,,1,183,309,,,,,,,,,,,,,,,,,1,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.73,0.38,14.14,2.5790999,0.73,0.04,2.34,4.2,2.64,0.13,,1.4477241,1.008437,0.62857143,,,32,18,,6,10,,,93,257,9,330,6,,,1433,,,,34,1,118,192,,,,,,,,,,,,,,,,,0.999,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.84,0.26,14.16,1.9180378,0.42,0.05,1.6,4.06,3.39,0.06,,1.3683044,1.0680559,0.83497537,,,22,18,,4,13,,,84,239,15,194,12,,,1355,,,,35,3,91,154,,,,,,,,,,,,,,,,,0.998,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.22,0.34,14.43,2.1210351,0.46,0.06,1.94,4.65,2.51,0.15,,1.3919664,1.038579,0.53978495,,,100,14,,1,23,,,87,206,20,251,11,,,591,,,,21,2,68,100,,,,,,,,,,,,,,,,,0.999,class14,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.83,0.22,13.51,1.8010351,0.32,0.02,1.46,3.5,4.41,0.06,,1.2828287,1.0245699,1.26,,,17,14,,2,24,,,130,183,6,217,6,,,1312,,,,50,5,114,198,,,,,,,,,,,,,,,,,0.993,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.92,0.3,13.97,2.1720522,0.51,0.05,1.82,4.05,3.66,0.1,,1.3148998,1.0026159,0.9037037,,,23,18,,4,21,,,126,191,9,284,7,,,921,,,,42,1,112,174,,,,,,,,,,,,,,,,,0.999,class14,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.89,0.14,13.66,1.1850225,0.14,0.03,1.11,3.97,4.75,0.03,,1.170258,0.9977453,1.19647355,,,10,7,,1,5,,,144,131,10,122,5,,,729,,,,22,3,36,59,,,,,,,,,,,,,,,,,1,class2,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.79,0.38,13.79,2.420099,0.79,0.04,2.21,3.6,3.57,0.1,,1.4090594,0.9989174,0.99166667,,5,32,10,,5,4,,,153,237,32.5,191,13.6,,,1067,,1.5,,20.6,3.7,78.3,148.5,,52.5,8.2,1.3,6.1,0.8,5,1,2.9,,2.7,0.4,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.5,0.03,13.8,1.170117,0.07,0.01,0.72,3.1,4.83,,,1.3361732,1.18586,1.55806452,,,,,,5,8,,,160,65,30,90,10,,,500,,,,10,,20,30,,,,,,,,,,,,,,,,,0,class2,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.2,0.16,13,1.80018,0.22,,1.19,3.08,4.53,,,1.3038637,1.0713649,1.47077922,,,10,,,13,7,,,160,130,18,140,5,,,700,,,,10,1,20,50,,,,,,,,,,,,,,,,,0,class2,0.999
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,74.9,0.08,12.9,1.530153,0.17,0.02,0.63,3.1,4.71,,,1.2649404,1.1372061,1.51935484,,,,,,8,18,,,160,70,27,120,10,,,600,,,,5,,30,50,,,,,,,,,,,,,,,,,0,class2,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,75.6,0.17,12.9,1.80018,0.4,,1.13,2.65,4.81,,,1.3485175,1.1100924,1.81509434,,,,,,12,8,,,95,130,9,100,,,,900,,,,,,20,35,,,,,,,,,,,,,,,,,0,class2,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,72.87,0.26,13.35,2.1260756,0.34,0.03,1.2,3.64,4.41,0.05,,1.2405072,1.031398,1.21153846,,2,8,,,10,85,,,92.7,126,17.7,197,9.2,,,1652,,0.6,,12.1,1.2,105.4,186.6,,61.3,8.1,1.3,5.5,0.7,3.3,0.6,1.6,,1.4,0.2,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,73.23,0.23,13.16,2.0070837,0.31,0.03,1.25,3.64,4.32,0.04,,1.2340229,1.0172305,1.18681319,,2,7,,,8,126,,,90.7,117.6,18.4,168,8.2,,,1467,,0.6,,11.9,1.5,113.5,183.9,,62.5,7.8,1.3,5.3,0.6,3,0.6,1.6,,1.5,0.2,,,,,1,class8,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,77.09,0.06,12.47,1.1080468,0.14,0.02,0.69,3.76,4.04,0.02,,1.1810239,1.055598,1.07446809,,2,7,,,8,39,,,135.6,56.8,12.5,101,5.9,,,322,,0.8,,8.9,2.4,12.7,25.1,,10.7,2.4,0.5,2.4,0.4,2,0.4,1.2,,1.3,0.2,,,,,1,class13,1
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,75.36,0.09,13.42,1.3020882,0.2,0.02,0.75,3.72,4.61,0.02,,1.2079399,1.0758815,1.23924731,,2,4,,,8,179,,,164.1,65.6,11.4,99,7.4,,,473,,1.5,,9,2.1,27.5,69,,18.1,3.3,0.5,2.6,0.4,2.2,0.5,1.5,,1.8,0.3,,,,,1,class8,0.998
,Unpublished (Pilbara / GSWA / AGSO / D. Champion),,NA,Potassic,71.45,0.31,13.03,2.5060846,0.66,0.03,2.52,3.53,3.78,0.07,,1.3163176,0.8998152,1.07082153,,4,19,,,12,15,,,123.2,139.3,22.4,189,8,,,814,,0.5,,9.6,0.9,65.4,125.3,,43.6,7.1,1.2,5.8,0.9,4.4,0.8,2.2,,1.8,0.3,,,,,1,class8,1
